symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
TEX11	0.7182565932789524	No data	No data	0.885955640987242	No data	No data	0.607930797611621	0.7599134970145264	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46905029607789595	No data	0.7661778136555769	No data	0	0	0	0	0	0	No data	No data	0	0	No data	No data	No data	1	0.5
FANCM	0.7146089477365392	No data	No data	0.9179512158977388	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.309238855757742	No data	0.7316424202213585	No data	0	0	0	0	0	0	No data	-0.35962493105350246	-0.6763793052387318	0	No data	No data	No data	0.5	0
DNAH8	0.7132548149624842	No data	No data	0.8608411288568708	No data	No data	0.607930797611621	0.8274613634158176	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11599492410199898	No data	0.9291744337011416	No data	0	0	0	0	0	0.5910350000000001	No data	-0.44578047435190293	0	No data	No data	No data	-0.0009550000000000836	0.5	0.5
ARMC2	0.7109041088526521	No data	No data	0.8495441304984613	No data	No data	0.607930797611621	0.7599134970145264	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05768638651576873	No data	0.9587255563122513	No data	No data	No data	0	0	0	0	No data	-0.054826254826254806	-0.7672585129089399	0	No data	No data	No data	0.5	-1
MSH4	0.7061883308707264	No data	No data	0.8872129739567113	No data	No data	0.607930797611621	0.8274613634158176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09750196775694382	No data	0.8159515625541482	No data	0	0	0	0	0	0.2895299999999999	No data	0.37628240485383335	0	0	No data	No data	0	0.5	0.5
MOV10L1	0.6929890059106214	No data	No data	0.8443923784126202	No data	No data	0.607930797611621	0.7599134970145264	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0732139970214759	No data	0.8421518493784893	No data	0	0	0	0	0	0.021470000000000055	No data	-0.16955322669608386	0	0	No data	No data	0	1	0
QRICH2	0.6919685168608223	No data	No data	0.8209230490096542	No data	No data	0.607930797611621	0.865457038266544	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.232684878042662	No data	0.917338073159765	No data	0	0	0	0	0	0	No data	-0.23530060672917819	0	0	No data	No data	0	0.5	0
TEX14	0.6908020029008594	No data	No data	0.8787905993782101	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2893379083366109	No data	0.8410725332336709	No data	1	0	0	0	0	0	No data	0.1383342526199669	0	0	No data	No data	No data	1	0.5
TTC21A	0.6903954912527828	No data	No data	0.8401262437340882	No data	No data	0.607930797611621	0.7599134970145264	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.034787151196664985	No data	0.9332566191244354	No data	0	0	0	0	0	0	No data	-0.11075565361279649	0	0	No data	No data	0	1	0.5
SPEF2	0.6897154082920632	No data	No data	0.8526860018507747	0.607930797611621	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2007064774131936	No data	0.7890279347502557	No data	0	0	0	0	0	0	No data	-0.0788747931605075	-0.7866376239229583	0	No data	No data	No data	-1	0
SLC26A8	0.689313458698573	No data	No data	0.8034535727292602	No data	No data	0.607930797611621	0.8274613634158176	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1906955304107234	No data	0.884915227694646	No data	0	0	0	0	0	0	No data	-0.3053502482073911	0	0	No data	No data	0	1	0.5
CFAP251	0.6887891273312189	No data	No data	0.875479571910037	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0985151857529632	No data	No data	No data	0	0	0	0	0	0	No data	-0.23938223938223935	No data	0	No data	No data	0	0.5	0
CFAP44	0.687617550553491	No data	No data	0.8735524170721333	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246287242690838	No data	0.9616968530607989	No data	0	0	0	0	0	0	No data	-0.43838940981798125	-0.10960486653261936	0	No data	No data	0	-1	0
MEIOB	0.6866714085333834	No data	No data	0.8340004104418283	No data	No data	0.607930797611621	0.7599134970145264	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1086794509496975	No data	0.7343149270620777	No data	0	0	0	0	0	0.2250549999999997	No data	0.5290678433535576	-0.10126255501333198	0	No data	No data	No data	1	1
ACTL9	0.6822341456408849	No data	No data	0.7568738430264683	No data	No data	0.607930797611621	0.8274613634158176	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09643962247339635	No data	0.8884417149359184	No data	0	0	0	0	0	0	No data	0.7288472145615004	0	0	No data	No data	0	1	1
C14orf39	0.6752888623144483	No data	No data	0.8532726610744468	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7535500795413802	No data	0	0	0	0	0	0	No data	0.5185879757308329	-0.1105737981885227	0	No data	No data	No data	0.5	0.5
PMFBP1	0.6712077456278817	No data	No data	0.8845552088676195	No data	No data	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	0.9584704935930829	No data	0	0	0	0	0	0	No data	0.11428571428571432	0	0	No data	No data	No data	0.5	0
FBXO43	0.671146750000344	No data	No data	0.6839221473130737	No data	No data	0.607930797611621	0.8274613634158176	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	0.7835094575998958	No data	No data	No data	0	0	0	0	No data	-0.7363485934914507	-0.48463374296180695	0	No data	No data	0	1	1
CFAP58	0.6695067393951805	No data	No data	0.8251140750583728	No data	No data	0.607930797611621	0.8274613634158176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0469457671488974	No data	0.9462778345120272	No data	0	0	0	0	0	0.3348649999999999	No data	-0.11770546056260345	0	0	No data	No data	0	0.5	0.5
MSH5	0.6692359038935197	No data	No data	0.843316004091927	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3290262105664659	No data	0.7437023961764576	No data	0	0	0	0	0	0.44244500000000003	No data	-0.2112520683949255	-0.21033710641730125	0	-1	No data	0	0.5	0
STAG3	0.6621278317405825	No data	No data	0.8316237651383113	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22432093675881884	No data	0.8589394111602603	No data	0	0	0	0	0	0	No data	-0.34131274131274136	-0.23927625694694643	0	No data	No data	0	1	0.5
CFAP47	0.66054904766726	No data	No data	0.764655357235897	No data	No data	0.607930797611621	0.8274613634158176	No data	0.006079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14041512728168415	No data	0.9727233980861196	No data	0	0	0	0	0	No data	No data	No data	0	0	No data	No data	0	0.5	0.5
TTC29	0.6550402755622821	No data	No data	0.8199652734051315	No data	No data	0.607930797611621	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11744885270524513	No data	0.8996295484599676	No data	0	0	0	0	0	0	No data	-0.14219525648097076	-0.46036300524106927	0	No data	No data	0	0.75	0.5
FSIP2	0.6517783211755935	No data	No data	0.8863692141807151	No data	No data	0.3039653988058105	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14337699783378935	No data	0.9471413078550349	No data	0	0	0	0	0	0	No data	-0.31516822945394374	0	0	No data	No data	No data	0.75	0.5
